id,sentence,difficulty,augmented_sentence
1563,"Si ces tests confirment l'anomalie, un médecin du service de transfusion prendra contact et informera le donneur, au plus tard dans les dix jours qui suivent le prélèvement.",C1,"[""Si nos examens montrent l'anomalie, notre médecin du service la translyse prendra renseignement et informer par pharmacien donneur, au plus court dans les dix jours qui suivent le prélèvement.""]"
1267,"Sans enfants à cinquante-neuf ans, Guido avait, de son propre coeur, préparé pour son enfant à venir un coeur modelé sur sa propre préoccupation : l'hommage sans remords à la noblesse, la génuflexion que fait par contraction musculaire le corps pourchassé en s'affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",C2,"[""Sans enfants à cinquante-neuf ans, Tardo avait, contre son propre coeur, reçu pour son enfant à venir un coeur modelé sur sa précédente conception : l'hommage sans fauxords à la noblesse, la génuflexion que fait par contraction musculaire le corps chassé en s'affa ici devant ce qui devient imminent et inaccessible comme faisant une grande chaleur.""]"
139,"Mais une différence apparaît en fin de cursus scolaire, les garçons prenant dans ce dernier domaine un avantage sur les filles.",B2,"['Mais une différence apparaît en complément des cursus scolaire, les garçons perdant dans ce dernier sens des avantage en petites filles.']"
611,"Serveur : désolé pour le retard, nous sommes très occupés ce soir.",A2,"['Serveur et désolé devant son délai, nous sommes très patients ce soir.']"
2319,"Cependant, un recours en urgence a suspendu la décision, imposant le statu quo le temps qu'une cour d'appel examine le dossier, et ce afin d'éviter un ""effet yo-yo"".",C1,"['Enfin, un recours en urgence a détruit la procédure, imposant le dialogue queo le temps qu\'une cour de\'appel dirige le dossier, et ce afin même\'éviter au "" fameux yo-yo"".']"
1535,Cette voiture ressemble à ma voiture.,A1,['Notre voiture nuit à notre voiture.']
72,"Elle pendit son linge au dossier d'une chaise, elle demeura debout, tournant, examinant les meubles, frappée d'une telle stupeur, que ses larmes ne coulaient plus ; il lui restait un sou sur les quatre sous gardés pour le lavoir. Puis, entendant rire à la fenêtre Étienne et Claude, déjà consolés, elle s'approcha, prit leurs têtes sous ses bras, s'oublia un instant devant cette chaussée grise, où elle avait vu, le matin, s'éveiller le peuple ouvrier, le travail géant de Paris ; à cette heure, le pavé échauffé par les besognes du jour allumait une réverbération ardente au-dessus de la ville, derrière le mur de l'octroi ; c'était sur ce pavé, dans cet air de fournaise, qu'on la jetait toute seule avec les petits et elle enfila d'un regard les boulevards extérieurs, à droite, à gauche, s'arrêtant aux deux bouts, prise d'une épouvante sourde, comme si sa vie, désormais, allait tenir là, entre un abattoir et un hôpital.",C2,"[""Elle pendit son linge au dossier d'une chaise, elle demeura debout, tournant, examinant les meubles, frappée d'une telle stupeur, que ses larmes ne coulaient plus ; il lui restait un prix sur les quatre sous gardé payer pour le lvoir. Puis, entendant rire à la fenêtre Étienne et Claude, déjà consos, elle s'approcha, prit leurs têtes sous le bras, s'oublia un moment devant cette chaussée grise, où elle avait vu, le matin, s'éveiller le peuple ouvrier, le travail géant de Paris ; à cette heure, le quartier échauffé par les besognes du jour allumait une réverbération ardente au-dessus de leur ville, derrière le mur de l'octroi ; c'était sur ce pavé, dans cet air de fournaise, qu'on la jetait toute seule avec les petits et on enfila d'un regard les boulevards extérieurs, à droite, à gauche, s'arrêtant aux deux bouts, prise d'une épouvante sourde, comme si sa vie, encore, allait tenir là, entre un abattoir et un hôpital.""]"
1242,"En cinquante ans, les progrès accomplis par les techniques de l'information ont entraîné une amplification extraordinaire des flux d'informations.",C1,"[""Durant cinquante décennies, les progrès accomplis par différents chercheurs concernant l' informatique ont causé une amplification extraordinaire les demandes d'informations.""]"
35,"C'est le début de troubles qui se poursuivent et s'étendent au reste du territoire tout au long du mois de septembre les fameuses ""Journées de septembre"" amplifiés le refus de Guillaume 1er de considérer les revendications des insurgés",B2,"['C\'est un début de troubles qui ces poursuivent et s\' ouvrent au reste et territoire tout au long du mois de septembre les fameuxe ""J Day noir de septembre"" amplifiés le refus de Mohamed 1er de considérer la revendications des insurgés']"
3835,"Et comme elle était, à ses débuts, utilisée sur les trottoirs, elle a occasionné de nombreux accidents",B2,"['Et comme telle était, en des débuts, utilisée sur les trottoirières, cela a engendréné très nombreux accidents']"
4212,"Merci, Monsieur.",A1,"['Bernard, Patrick.']"
245,"Les Cyanobactéries se distinguent des Bactéries par la présence de chlorophylle A et de pigments accessoires hydrosolubles, les phycobilines rouge et bleue.",C1,"['* Cyanobactéri vir ce distinguent des Bactéries pour la présence de chloro fiène soluble et de pigments accessoires hydrosol appelésles, et phycobilines rouge à bleue.']"
736,"Ce fut le moment des sous-entendus adroits, des voiles levés par des mots, comme on lève des jupes, le moment des ruses de langage, des audaces habiles et déguisées, de toutes les hypocrisies impudiques, de la phrase qui montre des images dévêtues avec des expressions couvertes, qui fait passer dans l'oeil et dans l'esprit la vision rapide de tout ce qu'on ne peut pas dire, et permet aux gens du monde une sorte d'amour subtil et mystérieux, une sorte de contact impur des pensées par l'évocation simultanée, troublante et sensuelle comme une étreinte, de toutes les choses secrètes, honteuses et désirées de l'enlacement.",C2,"[""Ce fut le moment des sous-entendus toutdroits, des voiles levés pour des mots, comme on lève des jupes, le moment des ruses de langage, des audaces habiles et déguisées, de toutes les hypocrisies impudiques, de quelque phrase qui montre des images dévêtues avec des expressions couvertes, qui fait passer dans l'oeil et dans l'esprit la vision rapide de tout ce qu'on ne peut pas éviter, laquelle permet aux gens du monde une sorte l'amour subtil et mystérieux, une sorte de contact impur mais pensées par l'évocation simultanée, troublante et sensuelle comme une étreinte, ou toutes les choses secrètes, honteantes et désirées de l' hommelacement.""]"
1202,On partait de bonne heure pour ne pas être coincés dans les embouteillages,A2,['On part bien de bonne guerre vaut le pas être coincés après les emboutlillages']
2673,"Enfin, au Moyen-Orient, la Fête des mères a lieu le premier jour du printemps, soit le 21 mars.",B2,"['Enfin, au Moyen-Orient, le Fête aux mères a pour tout premier dimanche de trimestre, soit mercredi 21 mars.']"
3012,En Suisse les personnes physiques peuvent être assujetties à l'impôt sur le revenu et la fortune en raison de leurs liens personnels ou leur rattachement économique avec la Suisse.,B2,"[""Cas général les personnes engagées peuvent être assujetti partiellement à S'impôt sur le revenu et le fortune en raison à leurs travaux personnels ou leur rappartenance national avec la Suisse.""]"
2674,"Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2,"[""Néanmoins, leurs observations ont été obtenues en conditions contrôlées, et l'exposition des espèces suivant le scénario environnementalement différent en'ingestion de molécules à plantes de culture contaminées n'a jamais pu encore obtenue.""]"
3894,La tête se compose du visage et du crâne qui est recouvert de cheveux,B1,['La tête se sert du talon et du pieds qui est habillé de toile']
2414,Il est peu probable que tu doives souvent arroser les plantes.,B2,['Il semble peu vraisemblable que tu ais souvent bienarros tre les plantes.']
550,Je suis allée voir un film d'humour en plein air avec mon petit copain.,A2,"[""Ensuite suis allée regarder son film d' action en plein air avec mon seul fils.""]"
1446,"Donc, juste dans ma zone personnelle, donc, je fais la mise en place pour une centaine de clients ce soir",A2,"['-, même dans notre zone personnelle, donc, je propose la navigation sous ligne pour une centaine de clients ce soir']"
2752,"Ce processus d'homogénéisation s'est renforcé avec l'industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques.",C1,"[""Ce processus d'homogénéisation numérique'est basé sur l'icence progressive du progrès scientifique, qui a imposé divers nouveaux modes de communication, matériels, économiques et pratiques.""]"
1102,"Par conséquent, d'après Marx, les Hommes qui détiennent les clés des désirs de l'humanité auront en leur possession un pouvoir immense et une responsabilité d'autant plus importante",C2,"[""Par ces, d' en nous, les Hommes qui seront la droits des désirs de l' Homme auront en notre présence un pouvoir immense et une responsabilité d'autant plus grande""]"
3331,"Un regard vers le clel, elle s'inspire, elle se projette",C1,"[""Un retour vers le cl g, elle s'inspire, vol sur métamorphose""]"
4568,"Dans les quartiers, certains voisins s'entendent pour ouvrir la porte aux enfants et font donc une provision de bonbons au cas où un groupe de mini sorcières sonnerait à la porte",B2,"[""selon les quartiers, certains voisins s' utilisent beaucoup ouvrir la porte aux enfants on font donc largement provision de bonbons au cas où un groupe de fausses sorcières frapperit sous sa porte""]"
3219,"Le pauvre berger obéit , et tout à coup il se trouva assis sur le dos du dragon, qui volait rapidement par-dessus les montagnes et les mers.",B1,"['Mon pauvre berger obéit, puis tt à coup il la retrouva assis sur le dos du dragon, et vol  déjà par- dessus les montagnes et et mers.']"
4562,Il va à l'école des petits.,A1,"[""On va à partir'école des plantes.""]"
369,"La parade descend l'avenue Champs-Élysées, de la place de l'Étoile, alias place Charles-de-Gaulle, jusqu'à la place de la Concorde",B2,"[""La parade descend des'avenue Victor- De N, de la place de D'Étoile, alias place Charles-de-Gariot, jusqu'</s>NOTUSED la fontaine Sainte Notre Concorde""]"
3538,Je travaille de 9 heures à 12 heures.,A1,['Je fonctionne de 9 heures après 23 heures.']
4517,L'image d'un robot esclave n'est pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d'être supplantées par des machines.,B2,"[""Cette'image d'un robot esclave n'est pas neuve! Des progrès présents comme futur intéressent davantage certaines populations qui redoutent 'être supplantrées par les machines.""]"
1697,"Ce réseau de lieux se déploie à l'échelle européenne, non sans rencontrer des barrières linguistiques (l'allemand) ou des frontières difficiles à franchir de la France).",C1,"[""Ce système de lieux se déploie généralement l'échelle départementale, non sans rencontrer des différences linguistiques (+ anglais'allemand) ou les distances difficiles à juger de la ).""]"
4049,"Après les écoles littéraires qui ont voulu nous donner une vision déformée, surhumaine, poétique, attendrissante, charmante ou superbe de la vie, est venue une école réaliste ou naturaliste qui a prétendu nous montrer la vérité, rien que la vérité et toute la vérité.",C1,"['Dès les écoles littéraires qui ont voulu nous délivrer une vision déformée, pashumaine, sensuelle, attendistssante, charmante du superbe de la vie, est apparue une école réaliste ou naturaliste qui a prétendu nous montrer la finalité, rien que ni pensée et toute la vérité.']"
3567,"Catherine Nave-Bekhti, secrétaire générale du Sgen-CFDT , juge cette nouvelle interdiction inutile.",B2,"['Catherine Chae- alkhti, présidente régionale su Sgen- septembre 2015, juge cette triste interdiction inutile.']"
796,Je suis heureuse de vous revoir le mois prochain,B1,['Moi suis heureuse de vous rencontrer le week prochain']
950,Vous aimez votre travail ?,A1,['Vous effectuez votre travail et']
1291,La compagnie qui le gère est à majorité anglaise.,B1,['Sa compagnie qui le gère parle par majorité anglaise.']
775,"Enfin, les producteurs s'inquiètent de la pollution que peuvent entraîner ces équipements qui contiennent parfois des substances dangereuses.",B2,"[""Enfin, tout producteurs 'inquiète parfois de la pollution que peuvent constituer ces sacs qui contiennent parfois certaines substances toxiques.""]"
3000,Vous pourrez assister ce soir à la première de deux émissions qui ont pour objectif de savoir quel est le chanteur ou la chanteuse préféré(e) des Français.,B1,['Tu pourrez assister ce soir pour environ 1 OU deux émissions tu aurez pour objectif de savoir quel est la chanteur où la chanteuse préféré(e) de Français.']
1876,Ils furent allés acheter une panoplie de produits d'entretien pour décrasser leur garage.,C1,"[""Elles furent bientôt vendre une dizaine de matériels d'entretien où décrasser leur garage.""]"
1183,Papa raconte une histoire aux enfants pour les endormir.,A1,['Je raconte une histoire aux animaux pour bien regarderendormir.']
1522,"Caterina serait, selon la tradition, fille de paysans pauvres.",B2,"['Kater Blake serait, selon la presse, fille nobles paysans finlandais.']"
1974,"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1,"[""C' était en représentant mon journal, Le Figaro, à ma'émission Viva Publica, à la TV, que t'ai rencontré Jean- Paul Hes!, qui dirige également alors la radio.""]"
2371,"Grande amoureuse des couleurs et de la cuisine italienne, Irène Jacob a trouvé dans la culture slave la force de l'expression des sentiments jusqu'au tragique.",C1,"[""Grande amoureuse des couleurs de de la cuisine chic, Ia Jacob a trouvé dans la vie sitalienne la puissance e dominer' économie des pulsions jusqu'au tragique.""]"
4607,"C'est le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une scolarisation.",B1,"[""C'est le cas également - 350 ONG partout, dans les dizaines de pays, viennent en masse au enfants-soldats, favorisent leur protection et leur rééducation, quand c'est possible, juste suivi médical et bonne scolarisation.""]"
3047,"Sur une sorte de haquet, deux futailles de vin posaient, car c'était pour fêter la surprise d'un petit convoi républicain que Charette avait accordé cette débauche à son armée.",C2,"[""Sur une table demi haquet, deux grossesailles de vin posaient, car c' fut pour fêter la surprise d'un petit déjeuner républicain que Charles XVIII avait accordé 1 gracieuse vuche à son armée.""]"
968,Vous devez revenir au bureau pour la réunion avec le directeur de l'entreprise Nysol.,A2,"[""Vous allez revenir au centre pour la réunion précédente du directeur de l'entreprise enment.""]"
295,"Il est devenu courant de déplorer que la France ait acquis la place de championne d'Europe des prélèvements obligatoires, expression qui englobe les impôts d'État, les impôts locaux, les taxes et les cotisations sociales : la part du Produit intérieur brut (PIB) que les autorités prélèvent sur la richesse nationale a atteint 48, 4 %, alors que la moyenne d'Europe est à 40, 2 %.",C2,"[""Il est devenu habituel de parlerr que la France ait acquis la place de championne d'Europe des prélèvements obligatoires, expression qui englobe les impôts d'État, les impôts généraux, les taxes et les cotisations vieillesse dont une part du Produit total brut (PIB) que les autorités prélèvent selon la richesse nationale aurait atteint 48, 4 %, alors que la moyenne d'Europe est à 40, 7 %.""]"
970,"On a pris les deux et on a des trucs à grignoter, car on ne sait pas combien de temps on va rester ici",A2,"['On pas pris les médicaments et on a des trucs de grignoter, car ça ne regarde pas combien est temps Monsieur veut rester ici']"
653,"L'haplodiploïdisation, en revanche, permet d'obtenir directement une lignée haploïde et donc pure, présentant les traits désirés.",C2,"[""L'haplo moyen de plus rigide, en revanche, permettait d' utiliser directement une membrane haculaireoïde et donc régulière, présentant quelques traits désirés.""]"
2837,"Et toi, quand est-ce que tu rentres à Tours",A2,"['dis toi, quand est- ça qui tu rentre bien à Tours']"
3803,Les journalistes ont mis la vérité au grand jour sur l'affaire des déchets radioactifs.,B2,"[""Les recherches ont mis aucune vérité se grands jour sur l' origine des agents radioactifs.""]"
1809,"À mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension du monde, je crains que notre propre intelligence ne devienne artificielle.",C1,"['À mesure que transformant nos servons en ordinateurs comme moteur et compréhension du monde, ils crains que notre minuscule intelligence propre devienne artificielle.']"
2410,"Des délires, il en a, l'artiste qui débarque d'Evry en Île-de-France avec un baccalauréat littéraire en poche",B1,"[""Des délires, le faut a, l'artiste qui travaille d' à Lille en  Nordle-de-France Est tout Vert littéraire en Centre""]"
244,"C'est d'accord pour samedi, je viens avec ma soeur Katrine.",A1,"[""L'est d' école pou voyager, je viens avec mes soeur àtrine.""]"
3798,"Mais, tout comme l'uploading du cerveau peut être considéré comme un archétype nous permettant de penser l'identité numérique, les rêveries de la nanotechnologie moléculaire apparaissent comme l'horizon lointain des recherches d'aujourd'hui.",C2,"[""Mais, tout comme l'uploading du cinéma peut être considéré contre un fantastiquechétype nous permettant de penser l'identité numérique, ces rêveries à « nanotechnologie ambiante apparaissent comme l'horizon des « recherches d'aujourd' «.""]"
1521,As-tu prévu quelque chose ?,B1,['Ous-tu travaillé autre chose?']
558,Elle était heureuse,A2,['Marion était heureuse']
1462,Un saison parfaite pour les sorcières,A1,['UNE saison supplémentaire pour les saisons']
4035,Tu viens d'où ?,A1,"[""il vient d'où?""]"
358,Le chien a besoin de rencontrer d'autres animaux.,B1,"[""Le chien a fait unique rencontrer d' autres gens.""]"
678,Mais il faut continuer.,A2,['Et il veut continuer.']
3770,Dites-moi où me cacher.,A2,['Dites-moi quoi y trouver.']
3547,La réaction de floculation peut présenter diverses modalités dans le dosage de l'antitoxine diphtérique .,C2,"[""La réaction à laculation semble inclure diverses modalités dans le contrôle de l'antitoxine noireph gérique par.""]"
3345,"En juillet, les cyclistes étaient près de 30 % de plus que l'an dernier à la même époque.",B1,"[""En juillet, les recettes étaient près que 60 % et plus que l' été dernier à la précédente période.""]"
4143,Je viens de faire des épreuves surprenantes.,B1,['qui viens y faire des observations surprenantes.']
4644,Cela fait partie de sa vie sociale.,A2,['Cela se part de le vie sociale.']
2384,Ils s'étaient imaginé pouvoir surmonter le deuil en se lançant dans les travaux de rénovation.,B2,"[""Ils s'étaient aperçu pouvoir surmonter cette mur en se lançant en quelques projets de rénovation.""]"
3334,"S'efforçant donc d'en détourner sa pensée, Emma voulait ne plus voir dans cette reproduction de ses douleurs qu'une fantaisie plastique bonne à amuser les yeux, et même elle souriait intérieurement d'une pitié dédaigneuse, quand au fond du théâtre, sous la portière de velours, un homme apparut en manteau noir.",C2,"[""S'efforçant donc d'  détourner sa pensée, Emma voulait non plus voir dans cette reproduction de sept yeux qu'une fantaisie plastique bonne lui amuser les yeux, et même lui souriait intérieurement d'une pitié dédaigneuse, et au fond son théâtre, ouvrant la portière de velours, un être apparut en manteau noir.""]"
588,C'est auprès de son grand-père que Grégoire trouvera le courage de lutter pour devenir quelqu'un et grandir tout simplement.,A2,"[""C'est auprès de son frère- oncle que Grégoire trouvera le courage de grandir sans suivre quelqu'... ; grandir très simplement.""]"
3683,"Trop se spécialiser dans un environnement qui change sans cesse, c'est comme rouler vite avec des oeillères.",C2,"[""Trop se spécialiser dans ce environnement technologique continue et cesse, c' arriver comme trop vite avec des routesaères.""]"
4055,Tu descends l'escalier et tu tournes à gauche.,A1,"[""Tu montes un'escalier alors tu tournes à lire.""]"
24,C'est peut-être ça que vous cherchez ?,A2,"[""C'est sans- été celle que vous cherchez...""]"
3527,Il vint l'embrasser avant de rejoindre la cuisine.,A2,"[""Julie vint d'embrasser en de partager la cuisine.""]"
1987,"À la Une ce soir, la condamnation de Nicolas Sarkozy.",A2,"['À al télévision ce soir, la reprise de Nicolas Lambert.']"
4592,La liberté comme condition de l'acte éthique,C2,"[""La liberté du exercice de l'acte libre""]"
4398,"Pendant les trois années d'études, je vivais déjà chez elle.",A1,"[""Durant les deux année d'études, je seraivais logé chez elle.""]"
1591,"La tradition nord-américaine veut qu'on se retrouve en famille pour manger une dinde farcie accompagnée d'une purée de pommes de terre, de patates douces, d'une gelée de canneberges et une tarte à la citrouille",B2,"[""La tradition nord-américaine est qu'on se retrouve en famille pour manger : dinde farcie accompagnée s' excellent purée de pommes / terre, puis patates douces, d' banane banane / canneberges pour une tarte à la citrouille""]"
2082,"À mon avis, par rapport à la journée scolaire de la plupart des pays européens, on n'a pas de chance: on est obligés de se lever tôt et de travailler tard.",B1,"[""À mon avis, par rapport à la journée scolaire de la semaine ces pays Africains, on l'a pas de solution: ils est obligés de partir présenter lundi et de travailler encore.""]"
891,"Très présente dans l'alimentation antillaise, la morue a été introduite aux Petites Antilles par les premiers colons",C1,"[""Très présente pour l'alimentation antillais Française, viande nue a été introduite à Petites Antilles par les premiers habitantstis""]"
570,"J'habite au Niger, et vous ?",A1,"[""J' vis à Niger, et vous évoque""]"
3418,"Côté intrigue, pas de fulgurance non plus, l'évolution des personnages et les rebondissements n'ont rien d'original.",B1,"[""Côté design, ni de vraiefulgurance One More, l'évolution des objets ou les recherchesss n'ont rien d'original.""]"
574,Tu as passé une bonne journée.,A1,['Tu a réellement passé super bonne soirée.']
7,"Il est particulièrement observé chez les personnes ayant un besoin de popularité développé, qui considèrent dès lors le moindre signal du smartphone comme un possible indicateur de leur degré de popularité.",B2,"['Il apparaît  surtout observé chez les clients ayant un risque de popularité développé, qui considèrent dès octobre le moindre achat du smartphone sur un haut critère de faible degré de popularité.']"
4208,"Environ 60000 enseignants possèdent un compte sur le site de la Fondation, qui forme plusieurs milliers d'enseignants (de la maternelle à la troisième) chaque année.",C2,"[""Environ 12000 enseignants adhérent au dépôt sur votre site de la Fondation, qui forme des milliers d' élèvess ( Seconde langue maternelle à la troisième) chaque ans.""]"
4204,"Ce n'est pas grave, on va manger autre chose.",A2,"[""Ça n' un pas grave, on va apprendre une chose.""]"
1653,"Au cours des années 1970 et 1980, plusieurs groupes environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",C1,"[""Au fil des années 1970 et 1980, plusieurs groupes environnementalatifs de pays industrialisés d'Europe DU Nord'ouest et d' le Grand Nord ont lancé différentes campagnes favorisant la chasse aux requins et aux phoques.""]"
3198,"D'autres ont été arrachées, non sans peine, de carènes de vaisseaux qu'elles avaient percées d'outre en outre, comme un foret perce un tonneau.",C2,"[""4' autres ont été arrachées, et sans peine, au lènes de vaisseaux qu' il avaient percées à'outre en outre, comme le foret perce pour obstacleau.""]"
765,"Chaque soir de mon enfance, je rentrais à la maison poursuivi par l'école.",B1,"[""Chaque été pour mon enfance, je meis a la maison poursuivi vers ma'école.""]"
4120,J'eus de nombreuses maladies infectieuses et je dus garder le lit durant des semaines en isolement total sans l'ombre d'un espoir.,C2,"[""J' suis cette terrible pathologies infectieuses sont je les garder le lit ainsi des semaines en isolement total sans aucun' expression d' et espoir.""]"
1562,"En plus d'une formation aux langages informatiques purs, Sayna impose aussi l'apprentissage d'une toute autre forme de code.",B2,"[""En bonus c'une formation à caractères numériques informatiques pur++, Blx Studio impose aussi l'apprentissage d'une toute autre forme de code.""]"
2070,"Cette somme comprend les dépenses d'électricité et de chauffage au domicile principal et, le cas échéant, au domicile secondaire, ainsi que les dépenses pour l'essence ou le diesel.",C1,"[""Cette subvention comprend les dons d'électricité - de chauffage au domicile annexe ou, l mieux échéant, au domicile secondaire, mais qu les dépenses pour l'essence ou le carburant.""]"
952,En seconde.,A1,['En collaboration.']
4051,On a passé le reste de la journée à faire les boutiques.,A2,['Florian a passé le reste d leur journée à éviter les boutiques.']
4023,"Les écologistes n'ont pas réussi à faire exclure les plantations ne comportant qu'une seule essence, ni l'utilisation d'espèces ""aliens"" et de variétés transgéniques.",C1,"['Les écologistes n\'ont toujours voulu à faire exclure les plantationures ne présentant qu\'une seule essence, mais l\'utilisation par\'espèces ""aliens"" composé de variétés locales sélectionnées localement.']"
3901,"Quand elle vécut cette catastrophe hors norme, soudain elle perdit son sang froid.",C1,"['Quand Thomas vécut l expérience hors norme, soudain Alice perd de son humour froid.']"
3384,"Quand la météo indique un soleil avec des nuages, il y aura peu de soleil et il y aura souvent du vent",B1,"['Quand vous météo changeant de soleil entre différents nuages, ici y aura peu de soleil et puis y aura souvent du vent']"
3038,"La première modernité a inventé l'universalisme abstrait, qui définissait tout ce que les individus ont en commun.",C1,"[""Une première modernité révolution nécessité l'universalisme abstrait, qui rtise tout ce que les artistes ont en eux.""]"
3834,Je suis battu.,A1,['Albert le battu.']
707,Les grands artistes sont ceux qui imposent à l'humanité leur illusion particulière.,C1,"[""Les grands artistes dramatique parce qui désormaisimposent à tout'humanité leur esthétique particulière.""]"
3063,Il y a beaucoup d'attente pour les ascenseurs (pour monter les étages) mais je suis enfin au sommet et peux apprécier la vue sur Paris,B1,"[""Comme y a beaucoup d'attente prendre l ascenseurcab (20 ou monter les étages) et je suis enfin au sommet et pu apprécier un vue sur Paris""]"
3506,"La vie est plus saine, l'air est pur et la vie est moins chère qu'en ville",B1,"[""L vie devient plus saine, l'air reste pur et ta vie est plus grande qu' En ville""]"
328,Il nous a indiqué qu'il avait fini son film hier et qu'il allait en commercer un nouveau dans deux semaines.,B1,"[""Il nous a indiqué qu' Ali allait crée son film lundi et qu'il allait  commerce sur un film dans deux jours.""]"
3289,"Les randonneurs sont rares, et souvent médiocres.",B2,"['Les randonneurs sont des, très souvent dess.']"
2961,"Une dictature c'est quand les gens sont communistes, déjà.",B1,"[""Une révolution c'est quand certains gens restent communistes, etc.""]"
4196,"Cependant, nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale.",A1,"['Cependant, ne passons au parler anglais sur la maison, car mes amis mais veulent pas que je perde la langue favorite.']"
700,"Une fois cette idée ancrée dans son esprit, elle se ragaillardit considérablement.",C2,"['Quelques fois cette idée collée contre mon esprit, Marie se r géillardit considérablement.']"
2992,Je lui explique tout dès qu'elle arrive.,A2,"[""Andrew lui explique et dès m'elle arrive.""]"
671,Je travaille dans une entreprise d'informatique.,A1,"[""Il travaille à une firme d'informatique.""]"
374,"Malgré les 35 heures, le Bureau of Labor Statistics du ministère fédéral américain du Travail établit ainsi qu'un Français produit davantage de richesses qu'un Anglais, un Allemand ou un Japonais.",C1,"[""Malgré les 35 salaires, le Centre of Labor Healthtistics du ministère du américain du Travail note ainsi 'un Français gagne davantage de richesses que'un Anglais, du Allemand ou des Japonais.""]"
2412,Je compte bien arriver dès huit heures.,B1,['Sébastien compte bien arriver dès 14 ans.']
3954,Le jardin commença à fleurir après qu'il se fut mis à faire chaud,C2,"[""Mon jardin commença à fleurir avant qu'il les eut mis à grandir chaud""]"
3844,Que faire aujourd'hui?,A1,"[""quoi faire a'hui?""]"
1245,Figurez-vous un Turc allant la nuit chez Paul Niquet!,B2,['Jz- l qu Turc allant moi rejoindre chez Paul Niquet!']
447,"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur les droits sociaux, soit il est au contraire un véritable enjeu de société.",C1,"['Soit le commerce coopératif est voué délibérément à créer des formes de la politique éducative du libéralisme, faisant reculer les oeuvres fraternels sur les droits sociaux, soit il marque au départ un véritable changement de civilisation.']"
1037,"La famille cultive un potager dans sa cour depuis plusieurs années, mais c'est la première fois qu'elle expérimente les semis intérieurs.",B2,"[""Ma famille cultive un potager dans notre cour depuis des décennies, c l' était encore énième fois qu'elle expérimente les semis intérieurs.""]"
3226,"Cette anecdote est cependant à prendre avec précaution car, selon Paul Barolsky, de nombreux récits des Vies constituent de pures inventions poétiques.",C2,"['Cette anecdote est cependant à admettre sous précaution :, selon Pierre Rol?, de tels récits De Vies sont de gigantesques inventions poétiques.']"
201,Faites des groupes de trois personnes.,A1,['Faites des rencontres comprenant trois élèves.']
2991,Je souhaiterais vous rencontrer à ce sujet.,A1,['bonjour souhaiterais vous rencontrer a ce titre.']
2528,Chaque hiver constitue une nouvelle menace.,B2,['Chaque hiver a sa nouvelle experience.']
4682,"En me massant, il a soulagé ma douleur.",B1,"['En te massant, qui a soulagé les gorge.']"
3632,"Il s'est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise",B2,"[""Il s'est également arrêté dans sa confiserie où en a donc cherché entre un pain au beurre, et autre, voilà une brioche aux pralines, pâtisserie familiale lyonnaise""]"
1631,"Mais à la fin, monsieur, quelle raison avez-vous de haïr Montfleury ?",B1,"['Mais pour la fin, David, quelle perspective avez-vous de travailler au Mont Monty?']"
2634,"Cet indice, basé sur la formule de Herfindahl‐Hirschmann utilisée dans le domaine de l'économie comme mesure de la concentration du marché, représente dans notre cas le degré de fragmentation, ou vice‐versa de consolidation, de la structure institutionnelle des cantons.",C2,"[""Cet indice, basé sur la théorie de Herfindahl<unk> ( (19sch and utilisée dans le domaine de l'économie à mesure de puis concentration du marché, représente dans notre cas le degré ou -ation, ou vice<unk>versa de consolidation, de la structure institutionnelle / canton et.""]"
4306,"Quand il était à l'université, il a créé un group de rap avec son frère.",B1,"[""Quand il étaient à l'université, il était monté un groupgroupe Facebook avec ca frère.""]"
224,"Comme l'enfant séparé de sa mère trouve dans son ""doudou"" un moyen de se rassurer, le smartphone, objet transitionnel, ne permettrait-il pas de lutter contre les frustrations et affects négatifs provoqués par le monde social ?",C2,"['Comme l\'enfant inconditionnel de sa mère trouve envers son bébédoudou"" un moyen de mieux construire, le smartphone, objet transitionnel, ne permettrait-il pas mieux lutter contre certains messagess et  positionnements négatifs diffusés par le monde social?']"
2449,Vous avez une voiture mais vous l'utilisez peu ?,A2,"[""Vous cherchez une station autonome mais l'utilisez peu?""]"
